product_id,category_id,name,product_slug,brand,model,description,manufacturer,thumbnail_image,rating,price,,,,,,,,,,,,,,
29,1,"VIZIO 43 Class D-Series FHD LED Smart TV D43f-J04""","VIZIO-43-Class-D-Series-FHD-LED-Smart-TV-D43f-J04""",VIZIO,D43f-J04,Versatility and performance collide with the new D-Series FHD Smart TV that comes loaded with a full array backlight for better contrast and uniformity; brilliant 1080p Full HD resolution and an ultra-fast VIZIO IQ processor with support for immersive audio pass-through for Dolby Atmos and DTS:X. Game on with the V-Gaming Engine that enables next-level gaming performance with features like Variable Refresh Rate with AMD FreeSync; auto game mode; low-latency gaming; and newly added gaming menu. D-Series blends power; speed and versatile size. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle.,Vizio,https://i5.walmartimages.com/asr/54db6908-8791-443e-93ac-379e545ea0d6.5933790a540dc3bb19eca9aa5da9805d.jpeg,4.2,224,,,,,,,,,,,,,,
30,1,"SAMSUNG 32 Class FHD (1080P) Smart LED TV (UN32N5300)""","SAMSUNG-32-Class-FHD-(1080P)-Smart-LED-TV-(UN32N5300)""",SAMSUNG,UN32N5300AFXZA,<p>Bring all your favorite TV shows; movies; games; and media content to life in vivid; vibrant Full HD 1080p with twice the resolution of standard HD TV. Access all your favorites with intuitive Smart TV features and built-in Wi-Fi for a more interactive; more connected home entertainment experience. Enhance your home entertainment experience with SAMSUNG Soundbar. Instantly hear clearer dialogue and deeper bass. Plus; stream music by simply connecting your smart devices via Bluetooth.</p>,SAMSUNG,https://i5.walmartimages.com/asr/2b2943fd-73d6-4d7b-9c54-e22db0c660f1_4.e79d68ec3a718064170de6cbd82e6030.jpeg,4.4,225.7,,,,,,,,,,,,,,
31,1,"Sceptre 50 Class 4K UHD LED TV U515CV-U""","Sceptre-50-Class-4K-UHD-LED-TV-U515CV-U""",Sceptre,U515CV-U,<p>Journey into an incredibly realistic landscape as eight million pixels of brilliant color and clarity materialize before your eyes. Sceptre 4K Ultra High-Definition displays have four times the number of pixels as a Full HD display; turning your shows into an epic UHD viewing experience. The unequalled color and clear brilliance of 4k will provide more natural and lifelike images than have ever been viewed on a 50-inch screen. Three HDMI ports allow you to connect up to three devices at once; so you can stream; browse and listen to all of your favorite multimedia. The HDMI 2.0 ports allow you to seamlessly stream 4k video to get the most rewarding viewing experience that is available on the market. Explore your apps on this giant LED screen once you connect your smartphone or tablet to the Mobile High-Definition Link (MHL) port (HDMI 1). The innovative USB port further expands functionality; allowing users to listen to music and view digital pictures quickly and conveniently.</p>,Sceptre,https://i5.walmartimages.com/asr/fff3369d-8a5c-44df-b44c-d00a344bf587.03ac4fb1f0ad63f4a5dedf30d38aa912.png,4,228,,,,,,,,,,,,,,
32,1,onn. 50” Class 4K UHD (2160P) LED Roku Smart TV HDR (100012585),onn.-50”-Class-4K-UHD-(2160P)-LED-Roku-Smart-TV-HDR-(100012585),onn.,100012585,"Binge on movies and TV episodes; news; sports; music and more! We insisted on 4K Ultra High Definition for this 50” LED TV; bringing out more lifelike color; texture and detail. We also partnered with Roku to bring you the best possible content with thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Like the sound of your own voice? You can actually use it with the Roku mobile app to search for the title; artist; actor or director; or just go old-school with our handy remote. We handle all software updates too; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. We're onn.™ to something here. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple…to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life like pondering the question; What should I binge watch this weekend?”""",onn.,https://i5.walmartimages.com/asr/8f74a8cf-c2cc-4c19-aa5f-9325ef3b7c98.68eaaf735b95ff2f59db481a20bdb8af.jpeg,4.2,238,,,,,,,,,,,,,,
33,1,"Hisense 43 Class 4K UHD LED LCD Roku Smart TV HDR R6 Series 43R6E3""","Hisense-43-Class-4K-UHD-LED-LCD-Roku-Smart-TV-HDR-R6-Series-43R6E3""",Hisense,43R6E3,<p>If you love movies; shows; sports and gaming; then the R6E3 4K UHD Smart Hisense Roku TV is perfect for presenting your favorite entertainment in a whole new way. Featuring 4K Ultra High Definition resolution; the R6E3 packs incredible detail into an HDR-compatible display that boosts contrast and color. With Motion Rate processing tech; you can enjoy the fastest action without lag or judder. The Hisense Roku TV serves up a massive library of premium content at the touch of a button. Simple to set-up and easy-to-use; connect to the internet; activate; and start streaming</p>,HISENSE USA CORPORATION,https://i5.walmartimages.com/asr/9bbfd5a6-07ad-4660-90ef-2b9217443dba.ac35f5dbcdff7e5f0e3342185ac6d709.jpeg,4.4,228,,,,,,,,,,,,,,
34,1,"TCL 50 Class 4-Series 4K UHD HDR Smart Roku TV - 50S451""","TCL-50-Class-4-Series-4K-UHD-HDR-Smart-Roku-TV---50S451""",TCL,50S451,The TCL 4-Series Roku TV offers stunning 4K picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming channels. High dynamic range (HDR) technology delivers bright and accurate colors for a lifelike viewing experience. In addition; your favorite HD shows; movies; and sporting events are enhanced to near Ultra HD resolution with 4K Upscaling. Your favorite broadcast TV; streaming channels; gaming console and other devices are front-and-center within a simple; customizable home screen. There’s no more flipping through inputs or wading through complicated menus. The super-simple remote—with about half the number of buttons on a traditional TV remote—puts you in control of your favorite entertainment and includes one-touch shortcuts to popular channels like Netflix.,TCL,https://i5.walmartimages.com/asr/4bbb94dd-89c5-4ac8-a79a-843d16360ec0.13045dbc094bba5844dab2413d33578d.png,3.9,248,,,,,,,,,,,,,,
35,1,"JVC 43 Class 4K UHD 2160p LED Roku Smart TV LT-43MAW595""","JVC-43-Class-4K-UHD-2160p-LED-Roku-Smart-TV-LT-43MAW595""",JVC,LT-43MAW595,JVC 43 Class 4K (2160p) Roku Smart TV (LT-43MAW595) is more than a smart TV - it's a better TV. All of your entertainment is in one place with access to over 500,000 movies, TV episodes, and more than 5,000 streaming channels. Start streaming your favorite shows, access your cable box or HD antenna, even fire up your gaming console - all from your home screen. With Featured Free on your home screen, you're one click away from hundreds of free movies, TV episodes, and live news from channels like The Roku Channel, ABC, CW and more. Easily search across top channels for results ranked by price. Use the free Roku mobile app for iOS or Android devices to search by voice, cast personal media or video," and control your TV.""",JVC,https://i5.walmartimages.com/asr/e4870569-a601-4019-b729-54984fbde289.21a50f924aa6949dfdf80e9a5ecefd74.jpeg,4.3,248,
36,1,onn. 43” Class FHD (1080P) LED Roku Smart TV (100069992),onn.-43”-Class-FHD-(1080P)-LED-Roku-Smart-TV-(100069992),onn.,100069992,"Binge on movies and TV episodes; news; sports; music and more! We insisted on 1080P Full High Definition for this 43” LED TV; bringing out more lifelike color; texture and detail. We also partnered with Roku to bring you the best possible content with thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Like the sound of your own voice? You can actually use it with the Roku mobile app to search for the title; artist; actor or director; or just go old-school with our handy remote. We handle all software updates too; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. We're onn.™ to something here. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple…to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life like pondering the question; What should I binge watch this weekend?”""",onn.,https://i5.walmartimages.com/asr/28c762c2-24a7-4b12-9eee-f362faf9559f.842b03aa6287c3a6ecc5566adaef7afe.jpeg,4.1,248.89,,,,,,,,,,,,,,
37,1,"SAMSUNG 43 Class TU690T Crystal UHD 4K Smart TV powered by Tizen UN43TU690TFXZA 2022""","SAMSUNG-43-Class-TU690T-Crystal-UHD-4K-Smart-TV-powered-by-Tizen-UN43TU690TFXZA-2022""",SAMSUNG,UN43TU690TFXZA,See how the 43 Class TU690T Crystal UHD 4K Smart TV powered by Tizen elevates what you watch—at a value you’ll love. Go beyond HDTV to enjoy your content in 4K resolution, and in PurColor. And with Smart TV powered by Tizen built in," it’s easy to find and stream the latest shows and movies in just a few clicks.""",SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/6384261e-34ed-495d-9650-42a54237862a.3b04614be0e0f926ab2163df9d1cc927.jpeg,5,249.99,,,,,,,,,,,,
38,1,"Sceptre 55 Class 4K UHD LED TV HDR U550CV-U""","Sceptre-55-Class-4K-UHD-LED-TV-HDR-U550CV-U""",Sceptre,U550CV-U,<p>With a Sceptre 55-inch LED 4K Ultra HD TV (U550CV-U); entertainment is transformed into an epic adventure. The unequaled color and clear brilliance of 4K (3840 x 2160 or over eight million pixels) will provide more natural and lifelike images than have ever been viewed on a 55-inch screen. Four HDMI ports allow you to connect up to four devices at once; so you can stream; browse and listen to all of your favorite multimedia. Equipped with HDMI 2.0 ports; the U55 can seamlessly stream 4K video to provide you the most rewarding viewing experience that is available on the market. The innovative USB port further expands functionality.</p>,Sceptre,https://i5.walmartimages.com/asr/5533a95f-7ad0-41f8-8617-83025074f181.62e087710ccc3d123512c505d6736bd5.png,3.9,258,,,,,,,,,,,,,,
39,1,Samsung 40 Class N5200 Smart Full HD TV (2019)," UN40N5200AFXZA""",Samsung-40-Class-N5200-Smart-Full-HD-TV-(2019),"-UN40N5200AFXZA""",SAMSUNG,UN40N5200AFXZA,<p>Enjoy a viewing experience that is twice the clarity of standard HD TVs with the Samsung 40 Class N5200 Smart Full HD TV. Get crisp," beautiful Full HD video and enjoy a more colorful viewing experience with PurColor from this 40"" LED Smart TV. Intuitive smart features allow you to browse the web and cast a smartphone screen or compatible apps to the TV. Bring all your favorite TV shows", movies, games and media content to life in vivid, vibrant Full HD 1080p with twice the resolution of standard HD TV. See images as they were meant to be seen with enriched colors - even with older, non-HD content. Analyzing original content with an advanced algorithm, Digital Clean View gives you higher quality images with less distortion. Dividing the screen into zones, Micro Dimming Pro analyzes each one for deeper blacks and purer whites. Plug your favorite entertainment and media into your TV – watch videos, play music," or view photos through a USB connection. Easily access your streaming services all in one place using the Samsung Remote Control. Have several smart devices to manage? No problem. Simply download SmartThings App on your smart phone to control your connected devices all in one screen. Discover the power of the Samsung 40"" Class N5200 Smart Full HD TV.</p>""",Samsung,https://i5.walmartimages.com/asr/f193075a-e1b9-405b-9b84-f1ea97a61f6c_1.b75ef5d998f996e32d919d2057cb3da7.jpeg,4.5,267.99,,,
40,1,onn. 55” Class 4K UHD (2160P) LED Roku Smart TV HDR (100012586),onn.-55”-Class-4K-UHD-(2160P)-LED-Roku-Smart-TV-HDR-(100012586),onn.,100012586,"Binge on movies and TV episodes; news; sports; music and more! We insisted on 4K Ultra High Definition for this 55” LED TV; bringing out more lifelike color; texture and detail. We also partnered with Roku to bring you the best possible content with thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Like the sound of your own voice? You can actually use it with the Roku mobile app to search for the title; artist; actor or director; or just go old-school with our handy remote. We handle all software updates too; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. We're onn.™ to something here. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple…to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life like pondering the question; What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/881a4db6-f5be-45cd-8c5d-a845f4dac4db.b2c106aec7b72e59ecb5608654100573.jpeg,4.3,268,,,,,,,,,,,,,,
41,1,"VIZIO 43 Class V-Series 4K UHD LED Smart TV V435-J01""","VIZIO-43-Class-V-Series-4K-UHD-LED-Smart-TV-V435-J01""",VIZIO,V435-J01,Escape into awesome entertainment with the VIZIO V-Series 4K UHD Smart TV. With epic 4K UHD picture quality;  Dolby Vision Bright Mode; HDR10; a full array backlight; and active pixel tuning; V-Series provides crystal-clear and sharp picture quality. The next-gen speed and power of the VIZIO IQ Active processor brings astonishing detail and vibrancy to your viewing experience.   Take your gaming to a whole new level with the V-Gaming engine which enables sub 10ms input lag; 4K 48-60 fps Variable Refresh Rate; Auto Game Mode; and a newly added gaming menu. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. Pair your favorite Bluetooth headphones and hear every word – uninterrupted. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle. V-series is everything you need and more in a Smart TV delivering a standout experience at an unmatched price.,Vizio,https://i5.walmartimages.com/asr/5db82745-c26c-409c-823f-9596eada5555.bdc2a6e3be2f446317ff84eaa965a8a8.jpeg,4.4,268,,,,,,,,,,,,,,
42,1,"Hisense 50 Class 4K UHD LED LCD Roku Smart TV HDR R6 Series 50R6E3""","Hisense-50-Class-4K-UHD-LED-LCD-Roku-Smart-TV-HDR-R6-Series-50R6E3""",Hisense,50R6E3,<p>If you love movies; shows; sports and gaming; then the R6E 4K UHD Smart Hisense Roku TV is perfect for presenting your favorite entertainment in a whole new way. Featuring 4K Ultra High Definition resolution; the R6E3 packs incredible detail into an HDR-compatible display that boosts contrast and color. With Motion Rate processing tech; you can enjoy the fastest action without lag or judder. The Hisense Roku TV serves up a massive library of premium content at the touch of a button. Simple to set-up and easy-to-use; connect to the internet; activate; and start streaming</p>,HISENSE USA CORPORATION,https://i5.walmartimages.com/asr/9bbfd5a6-07ad-4660-90ef-2b9217443dba.ac35f5dbcdff7e5f0e3342185ac6d709.jpeg,4.3,278,,,,,,,,,,,,,,
43,1,"TCL 55 Class 4-Series 4K UHD HDR Smart Roku TV - 55S451""","TCL-55-Class-4-Series-4K-UHD-HDR-Smart-Roku-TV---55S451""",TCL,55S451,The TCL 4-Series Roku TV offers stunning 4K picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming channels. High dynamic range (HDR) technology delivers bright and accurate colors for a lifelike viewing experience. In addition; your favorite HD shows; movies; and sporting events are enhanced to near Ultra HD resolution with 4K Upscaling. Your favorite broadcast TV; streaming channels; gaming console and other devices are front-and-center within a simple; customizable home screen. There’s no more flipping through inputs or wading through complicated menus. The super-simple remote—with about half the number of buttons on a traditional TV remote—puts you in control of your favorite entertainment and includes one-touch shortcuts to popular channels like Netflix.,TCL,https://i5.walmartimages.com/asr/4bbb94dd-89c5-4ac8-a79a-843d16360ec0.13045dbc094bba5844dab2413d33578d.png,3.9,278,,,,,,,,,,,,,,
44,1,"TCL 50 Class 4-Series 4K UHD HDR Smart Android TV – 50S434""","TCL-50-Class-4-Series-4K-UHD-HDR-Smart-Android-TV-–-50S434""",TCL,50S434,The 4-Series 4K TCL Android TV delivers stunning Ultra HD picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming apps. Watch your entertainment favorites in one place; with seamless access to over 700;000 movies and TV episodes; your cable box; gaming console; and other devices—all from a simple; speedy home screen. Enjoy entertainment; get answers; and control devices around your home using Google Assistant. Plus; with Chromecast built-in; you can easily cast movies; shows; and photos from your Android or iOS device to your TCL Android TV. Connect all your favorite devices with the multiple HDMI inputs. Cord cutters can access free; over-the-air HD content with the built-in tuner or watch live TV from popular cable-replacement services like YouTube TV; Sling; Hulu and more.,TCL Corporation,https://i5.walmartimages.com/asr/e10b3729-7963-4c92-8354-832fa5ffe8e6.108edccb44d3acdf3f7bc323f960ebb9.jpeg,3.1,278,,,,,,,,,,,,,,
45,1,"SAMSUNG 43 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN43TU7000""","SAMSUNG-43-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN43TU7000""",SAMSUNG,UN43TU7000FXZA,SAMSUNG 43 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN43TU7000 -  Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,297.99,,,,,,,,,,,,,
46,1,"SAMSUNG 43 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN43TU7000B""","SAMSUNG-43-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN43TU7000B""",SAMSUNG,UN43TU7000BXZA,SAMSUNG 43 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN43TU7000 -  Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies," TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.""",SAMSUNG,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,297.99,,,,,,,,,,,,,
47,1,"Hisense 58 Class 4K UHD LED LCD Roku Smart TV HDR R6 Series 58R6E3""","Hisense-58-Class-4K-UHD-LED-LCD-Roku-Smart-TV-HDR-R6-Series-58R6E3""",Hisense,58R6E3,<p>The Hisense 58 Class 4K UHD HDR Roku Smart TV and packs incredible detail into its 4K Ultra HD Dolby Vision HDR-enhanced display. Plus, with Roku TV, it's easy to watch what you love with quick access to thousands of streaming channels, and live TV. More than a smart TV," the Hisense 58"" Class 4K UHD HDR Roku Smart TV is a better TV.</p>""",HiSense,https://i5.walmartimages.com/asr/9bbfd5a6-07ad-4660-90ef-2b9217443dba.ac35f5dbcdff7e5f0e3342185ac6d709.jpeg,3.9,298,,,,,,,,,,
48,1,"VIZIO 50 Class V-Series 4K UHD LED Smart TV V505-J09""","VIZIO-50-Class-V-Series-4K-UHD-LED-Smart-TV-V505-J09""",VIZIO,V505-J09,Escape into awesome entertainment with the VIZIO V-Series 4K UHD Smart TV. With epic 4K UHD picture quality;  Dolby Vision Bright Mode; HDR10; a full array backlight; and active pixel tuning; V-Series provides crystal-clear and sharp picture quality. The next-gen speed and power of the VIZIO IQ Active processor brings astonishing detail and vibrancy to your viewing experience.   Take your gaming to a whole new level with the V-Gaming engine which enables sub 10ms input lag; 4K 48-60 fps Variable Refresh Rate; Auto Game Mode; and a newly added gaming menu. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. Pair your favorite Bluetooth headphones and hear every word – uninterrupted. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle. V-series is everything you need and more in a Smart TV delivering a standout experience at an unmatched price.,Vizio,https://i5.walmartimages.com/asr/6ffb1a06-6899-4f3a-928b-6c8d215023d2.03d011d7a1576febc9b9fee50fc5be9a.jpeg,4.4,298,,,,,,,,,,,,,,
49,1,onn. 55” QLED 4K UHD (2160p) Roku Smart TV with Dolby Atmos; Dolby Vision; Local Dimming; 120hz Effective Refresh Rate; and HDR (100071701),onn.-55”-QLED-4K-UHD-(2160p)-Roku-Smart-TV-with-Dolby-Atmos;-Dolby-Vision;-Local-Dimming;-120hz-Effective-Refresh-Rate;-and-HDR-(100071701),onn.,100071701,"Experience Quantum Dot technology in our newest premium TV. Our new QLED panel leaps beyond the standard LED screen by adding a quantum filter that precisely controls color output; giving you more vibrant colors; deeper blacks and brighter images than ever before. QLED's sharp contrast and upscaling abilities are hallmarks of the step-up from regular LED; granting your 4K and HDR content extra punch and clarity. With 120hz effective refresh rate; you'll experience sharp images while watching sports; or any fast-moving action for smooth on-screen motion. We've also added Dolby Vision® and Dolby Atmos® technologies to give you the most remarkable; immersive experience possible. Dolby Vision HDR maximizes QLED's display potential for a more lifelike and ultravivid picture; while Dolby Atmos introduces audio that surrounds and moves all around you with breathtaking realism. Plus; local dimming creates intense blacks and stunning contrasts with multiple LED zones. Never miss a detail; even in the darkest of scenes.What about that content; you ask? We've partnered with industry-leading Roku to bring you some of the best shows; movies; media and music available. You'll have thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Control your entertainment or even change channels with the Roku voice remote. We'll handle all the software updates as well; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. Watch onn.™We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color; finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question; What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/56b7e1fc-6086-412f-874c-ea70298a9789.b079ec1008c5e8d51d3adc52b5340f39.jpeg,4.5,298,,,,,,,,,,,,,,
50,1,"TCL 55 Class 4-Series 4K UHD HDR Smart Android TV - 55S434""","TCL-55-Class-4-Series-4K-UHD-HDR-Smart-Android-TV---55S434""",TCL,55S434,<p>The 4-Series 4K TCL Android TV delivers stunning Ultra HD picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming apps. Watch your entertainment favorites in one place; with seamless access to over 700;000 movies and TV episodes; your cable box; gaming console; and other devices all from a simple; speedy home screen. Enjoy entertainment; get answers; and control devices around your home using Google Assistant.</p>,TCL,https://i5.walmartimages.com/asr/e10b3729-7963-4c92-8354-832fa5ffe8e6.108edccb44d3acdf3f7bc323f960ebb9.jpeg,4,299.99,,,,,,,,,,,,,,
51,1,"JVC 58 Class 4K UHD 2160P HDR Roku Smart LED TV (LT-58MAW595)""","JVC-58-Class-4K-UHD-2160P-HDR-Roku-Smart-LED-TV-(LT-58MAW595)""",JVC,LT-58MAW595,<p>JVC 58 Class 4K UHD 2160p Roku Smart TV LT-58MAW595 is more than a smart TV - it's a better TV. All of your entertainment is in one place with access to over 500,000 movies, TV episodes, and more than 5,000 streaming channels. Start streaming your favorite shows, access your cable box or HD antenna, even fire up your gaming console - all from your home screen. With Featured Free on your home screen, you're one click away from hundreds of free movies, TV episodes, and live news from channels like The Roku Channel, ABC, CW and more. Easily search across top channels for results ranked by price. Use the free Roku mobile app for iOS or Android devices to search by voice, cast personal media or video," and control your TV. Bring home the JVC 55"" Class 4K UHD 2160p Roku Smart TV LT-58MAW595 and treat yourself to a better viewing experience.</p>""",JVC,https://i5.walmartimages.com/asr/c02a36ca-2821-42d8-ba5d-97fd33795d3e.4f3d53a22e6435ab016f93cf7a984dcf.jpeg,3.8,339.99,
52,1,"VIZIO 55 Class V-Series 4K UHD LED Smart TV V555-J01""","VIZIO-55-Class-V-Series-4K-UHD-LED-Smart-TV-V555-J01""",VIZIO,V555-J01,Escape into awesome entertainment with the VIZIO V-Series 4K UHD Smart TV. With epic 4K UHD picture quality;  Dolby Vision Bright Mode; HDR10; a full array backlight; and active pixel tuning; V-Series provides crystal-clear and sharp picture quality. The next-gen speed and power of the VIZIO IQ Active processor brings astonishing detail and vibrancy to your viewing experience.   Take your gaming to a whole new level with the V-Gaming engine which enables sub 10ms input lag; 4K 48-60 fps Variable Refresh Rate; Auto Game Mode; and a newly added gaming menu. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. Pair your favorite Bluetooth headphones and hear every word – uninterrupted. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle. V-series is everything you need and more in a Smart TV delivering a standout experience at an unmatched price.,Vizio,https://i5.walmartimages.com/asr/5db82745-c26c-409c-823f-9596eada5555.bdc2a6e3be2f446317ff84eaa965a8a8.jpeg,4.4,348,,,,,,,,,,,,,,
53,1,"LG 55 Class 4K UHD 2160P WebOS Smart TV with Active HDR UQ7570 Series 55UQ7570PUJ""","LG-55-Class-4K-UHD-2160P-WebOS-Smart-TV-with-Active-HDR-UQ7570-Series-55UQ7570PUJ""",LG,55UQ7570PUJ,Made for the Way You Watch                                                                            Dive into a world of free content and personalized recommendations for everyone you share the remote with. Enhance your picture and sound with AI from the α5 Gen5 AI Processor 4K that is engineered to amaze by transforming your regular content into 4K for sharper definition and detail; even on our biggest screens*. Take binge-watching further by customizing your viewing experience with separate accounts and personalized recommendations for every member of your family with webOS 22. And enjoy binge-worthy streaming with built-in access to Netflix; the Apple TV app; Disney+; HBO Max** and to over 300+ free LG Channels*** with everything from comedy to movies to sports. For gamers; you can make it the best gaming experience by quickly adjusting all your game settings in one location with the LG Game Optimizer and Dashboard. Bring your content to life with LG UHD. See a vivid picture every time with LG UHD’s 4K resolution.                                                                                       *Image quality of upscaled content will vary based on the source resolution.                                                                                                    **Internet connection and subscriptions to streaming services are required. HBO Max™ ©2022 Warner Media; LLC. All Rights Reserved. HBO Max is used under license.                                                          ***Number of LG Channels subject to change.,LG,https://i5.walmartimages.com/asr/010cd5f2-2640-447c-b456-ff47ffce44b1.1d87f221357c127bcdb754675a2c7873.jpeg,4.5,366.99,,,,,,,,,,,,,,
54,1,onn. 65” Class 4K UHD (2160P) LED Roku Smart TV HDR (100012587),onn.-65”-Class-4K-UHD-(2160P)-LED-Roku-Smart-TV-HDR-(100012587),onn.,100012587,Binge on movies and TV episodes; news; sports; music and more! We insisted on 4K Ultra High Definition for this 65” LED TV; bringing out more lifelike color; texture and detail than ever before. We also partnered with Roku to bring you the best possible content with thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Like the sound of your own voice You can actually use it with the Roku mobile app to search for a title; artist; actor or director; or just go old-school with our handy remote. We handle all software updates too; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. Watch on with our onn. 4K UHD 65 Smart TV. We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color, finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life like pondering the question," ""What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/604da728-c938-49b5-bc42-fc642db7e570.ca9af234ef610580b088f53d085409a8.jpeg,4.1,368,,,,,,,,,,,,
55,1,"SAMSUNG 43 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN43AU8000B""","SAMSUNG-43-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN43AU8000B""",SAMSUNG,UN43AU8000BXZA,<p>Step up to the AU8000B with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content.  Plus 3 HDMI inputs provide plenty of connection options. </p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.6,377.99,,,,,,,,,,,,,,
